Date,AAPL,ADBE,AMD,AMZN,AVGO,BABA,CRM,CSCO,GOOGL,IBM,INTC,META,MSFT,NFLX,NVDA,ORCL,QCOM,SAP,TSLA,TXN
2018-02-28 00:00:00+00:00,0.06818551829892949,0.04690634089900314,-0.11863174216050232,0.04242906359696885,-0.006329727682397368,-0.08884423392185081,0.020542403354828265,0.0779971035563285,-0.06623134309184175,-0.038703196150923325,0.03083485776260564,-0.04585580365080144,-0.008415143923018675,0.0779874881666569,-0.014847847418433924,-0.017832773079044628,-0.03944488175761984,-0.07726269022378951,-0.03175185594360774,-0.012036075253426093
2018-03-31 00:00:00+00:00,-0.058050748792828455,0.03323290172217663,-0.17010731030854542,-0.04304936883917432,-0.029851123911289523,-0.013968061614559324,0.00043019816348133233,-0.04220619979427587,-0.06049353041550021,-0.015401552637481108,0.0566040053018686,-0.10391449875315217,-0.026661115194593243,0.013624823712122813,-0.043016354520404754,-0.097098795188861,-0.14753836288808464,0.006315796072931201,-0.22424645648171204,-0.04116280290208352
2018-04-30 00:00:00+00:00,-0.015019559140573513,0.025546113726476305,0.08258705515507048,0.0820747964555888,-0.026437363196218033,-0.02724203206882647,0.04032669051485471,0.040942737593831824,-0.017895312043635814,-0.05520427302130859,-0.00883269897869532,0.07641294395005849,0.024652143961109374,0.05793121735777751,-0.028887420023619215,0.0023844503188479305,-0.0794082735277235,0.05391783215421153,0.10434740443459045,-0.023679028169758753
2018-05-31 00:00:00+00:00,0.13512393145232737,0.12490971091178138,0.26194847437368285,0.04053941085631396,0.0987274092375201,0.10905119052798606,0.06893131226615079,-0.03567389241081664,0.07993486894197943,-0.014358314180093479,0.07552473024825179,0.11499992613874754,0.06146725740134218,0.12526408392992594,0.122036296056933,0.02299085757281727,0.15128891535544797,0.033262629284114276,-0.03120101935452857,0.10996550010582329
2018-06-30 00:00:00+00:00,-0.009418453042678077,-0.021943201325143713,0.09176986687648503,0.04306519224097394,-0.024502013227756803,-0.06302705879957271,0.05466627824615977,0.00749241405654244,0.0265362834102727,-0.011393169968733186,-0.09945678338669672,0.013244442731279893,-0.00232680079615577,0.11328209871723338,-0.060629141587026814,-0.05693468241712496,-0.03441158452882509,0.02544550386137545,0.20447436141786834,-0.014833489935195177
2018-07-31 00:00:00+00:00,0.027983269535004185,0.003568332343070413,0.22281522356554362,0.045676007621445525,-0.08601221442043072,0.009162854482927418,0.005498560800263785,-0.009537346268726932,0.08681443951190437,0.03743763178233217,-0.032387828793391193,-0.11187740648881295,0.07575295441733698,-0.13790455894209253,0.03360094374685141,0.08640505644813912,0.14201749029024802,0.003285559921931913,-0.13066044800489562,0.015295316799064818
2018-08-31 00:00:00+00:00,0.20042232260114812,0.07695773116638627,0.3731587664949647,0.1323644807318234,-0.012355337271371836,-0.06526731412177478,0.11323371821333339,0.12958152407867995,0.0037320312110167286,0.021613860523001183,0.012984123301110317,0.01825243156017642,0.06299270877981522,0.0895835809959411,0.14691488710427025,0.01887573478474125,0.07208587765970265,0.03188539261392043,0.011806542387482466,0.009702064604871996
2018-09-30 00:00:00+00:00,-0.008303006931025703,0.024439308415220795,0.22725464011996932,-0.004824306627866037,0.1349245664480634,-0.05856804106247793,0.041590325193374245,0.018421730921049484,-0.02006815160418085,0.03229121475724028,-0.02353902055101731,-0.06413233840672461,0.018160744768835446,0.017542461727752423,0.0012111477272487292,0.06134218726017271,0.05786484124455504,0.02722581221685738,-0.12229000201976403,-0.045462597444308694
2018-10-31 00:00:00+00:00,-0.030477350607123532,-0.08960924840439777,-0.4104888494787374,-0.20219174994221045,-0.09419177869562245,-0.13644083784638295,-0.13701807998125226,-0.05325146367881306,-0.09651395609051028,-0.23662440139645435,-0.008670071751942121,-0.07704022587401904,-0.0661013392666916,-0.19338199329759242,-0.24976866873258186,-0.048940052665115474,-0.1268916584700086,-0.12796753964554608,0.27401148957767707,-0.1273238284586572
2018-11-30 00:00:00+00:00,-0.1811977874670283,0.02087404384280278,0.16968700253223723,0.05767175246262157,0.06228430956905484,0.13058757581561897,0.040221410373866506,0.0463384902366184,0.017486115183738882,0.09029435250750151,0.05845391429309643,-0.07365429185586791,0.04268390024151669,-0.05185895010348829,-0.2240501548763072,-0.0016379595030776573,-0.07362058995598575,-0.033376797242165246,0.039013369621948124,0.07562240072126003
