Date,Adj Close,Close,High,Low,Open,Volume
Ticker,CRM,CRM,CRM,CRM,CRM,CRM
Date,,,,,,
2018-01-02 00:00:00+00:00,103.9485397,104.4100037,104.6999969,102.2699966,102.8799973,4669200
2018-01-03 00:00:00+00:00,104.824646,105.2900009,106.1399994,104.6200027,104.9000015,3888700
2018-01-04 00:00:00+00:00,106.2085037,106.6800003,107.6600037,105.7699966,106,4540200
2018-01-05 00:00:00+00:00,107.6222305,108.0999985,108.3000031,107.1999969,107.7600021,3368400
2018-01-08 00:00:00+00:00,108.3788681,108.8600006,109.1399994,107.5699997,108,2933600
2018-01-09 00:00:00+00:00,108.6675873,109.1500015,109.3399963,108.25,109,3302300
2018-01-10 00:00:00+00:00,108.3191376,108.8000031,109.4899979,108.2300034,108.6800003,3113300
2018-01-11 00:00:00+00:00,108.6178055,109.0999985,109.4000015,108.6699982,109,3668100
2018-01-12 00:00:00+00:00,109.7527695,110.2399979,110.7099991,108.9100037,109.2300034,5749500
2018-01-16 00:00:00+00:00,108.4087372,108.8899994,111.4400024,108.2300034,110.8499985,5790800
2018-01-17 00:00:00+00:00,109.5536575,110.0400009,110.3799973,109.2300034,109.75,4254700
2018-01-18 00:00:00+00:00,111.276001,111.7699966,112.1699982,110.2200012,110.2300034,3842800
2018-01-19 00:00:00+00:00,111.4352951,111.9300003,112.4000015,111.6100006,112.2099991,3120900
2018-01-22 00:00:00+00:00,112.3910599,112.8899994,112.9599991,111.0100021,111.6299973,2214700
2018-01-23 00:00:00+00:00,112.7395096,113.2399979,113.7600021,112.6800003,113.1800003,2816800
2018-01-24 00:00:00+00:00,112.3512344,112.8499985,113.8399963,112.5,113.6299973,4975500
2018-01-25 00:00:00+00:00,111.4651642,111.9599991,113.4700012,111.9000015,113.2799988,4715100
2018-01-26 00:00:00+00:00,113.1974716,113.6999969,113.9199982,112.0299988,112.7200012,3927400
2018-01-29 00:00:00+00:00,112.7992554,113.3000031,114.4100037,112.8499985,113.6999969,3181500
2018-01-30 00:00:00+00:00,111.7339783,112.2300034,113.4499969,111.8399963,112.4199982,3737700
2018-01-31 00:00:00+00:00,113.4065552,113.9100037,114.5199966,112.6399994,113.0599976,4181800
2018-02-01 00:00:00+00:00,112.2417145,112.7399979,114.2699966,112.5299988,113.3000031,4302800
2018-02-02 00:00:00+00:00,110.2903748,110.7799988,112.3499985,110.7099991,112.0299988,4403800
2018-02-05 00:00:00+00:00,107.1742172,107.6500015,111.6100006,107.5,109.1500015,6124000
2018-02-06 00:00:00+00:00,109.0857315,109.5699997,109.6200027,103.6900024,105.0100021,6857900
2018-02-07 00:00:00+00:00,109.5636063,110.0500031,112.2900009,108.8099976,109.0699997,4515400
2018-02-08 00:00:00+00:00,103.5702209,104.0299988,110.1800003,104,110.0999985,6803800
2018-02-09 00:00:00+00:00,106.5071716,106.9800034,108.1100006,102.3700027,105.3199997,6615800
2018-02-12 00:00:00+00:00,108.0702438,108.5500031,109.4800034,106.2600021,107.6999969,4624100
2018-02-13 00:00:00+00:00,107.2140427,107.6900024,108.0800018,105.9300003,108.0100021,7542800
2018-02-14 00:00:00+00:00,108.538147,109.0199966,109.2200012,106.7300034,106.7300034,7428000
2018-02-15 00:00:00+00:00,112.6200409,113.1200027,113.4300003,110.0500031,112.3099976,8341900
2018-02-16 00:00:00+00:00,112.3611908,112.8600006,114.1500015,112.6699982,112.8399963,4667300
2018-02-20 00:00:00+00:00,113.8446045,114.3499985,115.2600021,112.2799988,112.4499969,4287800
2018-02-21 00:00:00+00:00,113.9740372,114.4800034,115.6699982,114.1699982,114.7699966,4976500
2018-02-22 00:00:00+00:00,112.5005722,113,115,112.4800034,114.5199966,4763400
2018-02-23 00:00:00+00:00,114.4519119,114.9599991,114.9599991,112.7399979,113.6299973,4173500
2018-02-26 00:00:00+00:00,116.1344376,116.6500015,116.8000031,115.3700027,116.1100006,5418900
2018-02-27 00:00:00+00:00,115.9552383,116.4700012,117.6100006,115.7600021,117.3000031,5908200
2018-02-28 00:00:00+00:00,115.7361984,116.25,118.1500015,116.2200012,117,9684400
2018-03-01 00:00:00+00:00,118.902153,119.4300003,122.4700012,118.0500031,120.9100037,15555500
2018-03-02 00:00:00+00:00,121.3811493,121.9199982,122.3300018,117.6399994,118.6500015,10627500
2018-03-05 00:00:00+00:00,121.95858,122.5,122.9400024,119.6600037,120,10121300
2018-03-06 00:00:00+00:00,123.9298325,124.4800034,124.6900024,122.75,122.8700027,8154800
2018-03-07 00:00:00+00:00,124.7760773,125.3300018,125.7699966,123.1800003,123.3799973,6750400
2018-03-08 00:00:00+00:00,125.8015213,126.3600006,127.2900009,125.6999969,125.7600021,6127900
2018-03-09 00:00:00+00:00,126.8468857,127.4100037,127.5,126.25,127.1900024,5637800
2018-03-12 00:00:00+00:00,126.2196655,126.7799988,128.1999969,126.7799988,127.8700027,5609800
2018-03-13 00:00:00+00:00,126.1698837,126.7300034,128.1100006,125.7300034,127.8899994,4641800
2018-03-14 00:00:00+00:00,127.4243164,127.9899979,128.8699951,126.5100021,127.0500031,5402400
2018-03-15 00:00:00+00:00,126.6577225,127.2200012,128.4600067,126.6699982,128,4603500
2018-03-16 00:00:00+00:00,125.4132462,125.9700012,127.9499969,125.6900024,127.2900009,6662900
2018-03-19 00:00:00+00:00,124.4276199,124.9800034,125.7600021,123.4700012,125.0299988,6830400
2018-03-20 00:00:00+00:00,124.5670013,125.1200027,126.8300018,124.4499969,124.5899963,7113600
2018-03-21 00:00:00+00:00,121.162117,121.6999969,124.0199966,120.1999969,121.5599976,14824000
2018-03-22 00:00:00+00:00,117.5182953,118.0400009,120.6600037,117.4400024,120.4000015,10950500
2018-03-23 00:00:00+00:00,113.9242477,114.4300003,118.0800018,114.3099976,118.0100021,10902100
2018-03-26 00:00:00+00:00,118.4441833,118.9700012,119.2600021,115.0400009,118.2399979,13171700
2018-03-27 00:00:00+00:00,113.3069839,113.8099976,120.1600037,112.7200012,120.0899963,8304700
2018-03-28 00:00:00+00:00,112.3810959,112.8799973,114.8600006,111.3399963,113.1500015,6489500
2018-03-29 00:00:00+00:00,115.7859879,116.3000031,117.2600021,112.5199966,113.9100037,7794700
2018-04-02 00:00:00+00:00,114.7904129,115.3000031,117.6800003,113.6100006,115.9100037,6461300
2018-04-03 00:00:00+00:00,115.9751434,116.4899979,117.4499969,114.5999985,116.7600021,5193300
2018-04-04 00:00:00+00:00,118.9519348,119.4800034,119.6800003,114,114.0599976,6389300
2018-04-05 00:00:00+00:00,118.5138779,119.0400009,121.0400009,118.6699982,120.4000015,5052400
2018-04-06 00:00:00+00:00,115.5868683,116.0999985,118.9800034,114.9499969,118.0999985,5385500
2018-04-09 00:00:00+00:00,116.6720505,117.1900024,119.2300034,117.1399994,117.1399994,4104200
2018-04-10 00:00:00+00:00,118.9618835,119.4899979,120.1200027,117.6800003,118.9199982,3693000
2018-04-11 00:00:00+00:00,118.6333466,119.1600037,120.7099991,118.8700027,119.3300018,3059400
